bankroll,bet,stop_loss,mode,success_rate,fail_rate,neutral_rate,score
131,4,0.8,flat,0.447,0.553,0.0,-0.10600000000000004
131,3,0.8,percent,0.468,0.532,0.0,-0.064
131,3,0.7,percent,0.455,0.545,0.0,-0.09000000000000002
131,6,0.7,percent,0.455,0.545,0.0,-0.09000000000000002
131,9,0.7,percent,0.454,0.546,0.0,-0.09200000000000003
131,7,0.8,percent,0.452,0.548,0.0,-0.09600000000000003
132,5,0.8,flat,0.462,0.538,0.0,-0.07600000000000001
132,4,0.8,flat,0.46,0.54,0.0,-0.08000000000000002
132,4,0.7,flat,0.456,0.544,0.0,-0.08800000000000002
132,3,0.8,flat,0.451,0.549,0.0,-0.09800000000000003
132,3,0.9,flat,0.449,0.551,0.0,-0.10200000000000004
132,3,0.8,percent,0.47,0.53,0.0,-0.06000000000000005
132,5,0.7,percent,0.461,0.539,0.0,-0.07800000000000001
132,6,0.7,percent,0.46,0.54,0.0,-0.08000000000000002
132,10,0.8,percent,0.458,0.542,0.0,-0.08400000000000002
132,6,0.8,percent,0.457,0.543,0.0,-0.08600000000000002
133,3,0.9,flat,0.502,0.498,0.0,0.0040000000000000036
133,5,0.7,flat,0.465,0.535,0.0,-0.07
133,3,0.7,flat,0.463,0.537,0.0,-0.07400000000000001
133,3,0.95,flat,0.462,0.538,0.0,-0.07600000000000001
133,5,0.8,flat,0.457,0.543,0.0,-0.08600000000000002
133,7,0.7,percent,0.469,0.531,0.0,-0.062000000000000055
133,3,0.7,percent,0.467,0.533,0.0,-0.066
133,5,0.7,percent,0.467,0.533,0.0,-0.066
133,3,0.8,percent,0.462,0.538,0.0,-0.07600000000000001
133,6,0.7,percent,0.462,0.538,0.0,-0.07600000000000001
134,4,0.7,flat,0.456,0.544,0.0,-0.08800000000000002
134,5,0.8,flat,0.451,0.549,0.0,-0.09800000000000003
134,5,0.7,flat,0.438,0.562,0.0,-0.12400000000000005
134,4,0.9,flat,0.434,0.566,0.0,-0.13199999999999995
134,4,0.8,flat,0.434,0.566,0.0,-0.13199999999999995
134,5,0.7,percent,0.472,0.528,0.0,-0.05600000000000005
134,4,0.7,percent,0.467,0.533,0.0,-0.066
134,4,0.8,percent,0.461,0.539,0.0,-0.07800000000000001
134,9,0.7,percent,0.46,0.54,0.0,-0.08000000000000002
134,12,0.7,percent,0.458,0.542,0.0,-0.08400000000000002
